bloque,recipe_kind,id,name,risk_family,direct_allergens,derived_allergens,action,source
DATA7,bakery,focaccia-de-masa-madre,Focaccia de masa madre,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,focaccia-directa,Focaccia directa,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,fougasse-de-hierbas,Fougasse de hierbas,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,hojaldre-fermentado,Hojaldre fermentado,panadería/pastelería/alérgenos,Gluten | Leche,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,idli-fermentado,Idli fermentado,panadería/pastelería/alérgenos,,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,kn-ckebr-d-sueco,Knäckebröd sueco,panadería/pastelería/alérgenos,Gluten | Leche,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,larpeira-gallega,Larpeira gallega,panadería/pastelería/alérgenos,Gluten | Huevos | Leche,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,lavash-suave,Lavash suave,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,mezcla-de-harinas-sin-gluten-base,Mezcla de harinas sin gluten base,panadería/pastelería/alérgenos,Leche,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,naan-con-yogur,Naan con yogur,panadería/pastelería/alérgenos,Gluten | Leche,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pain-au-chocolat,Pain au chocolat,panadería/pastelería/alérgenos,Gluten | Soja | Leche,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pain-de-campagne-con-poolish,Pain de campagne con poolish,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pain-de-campagne-directo-bertinet,Pain de campagne directo bertinet,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pain-de-campagne-masa-madre,Pain de campagne masa madre,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pan-candeal-con-biga,Pan candeal con biga,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pan-candeal-refinado-directo,Pan candeal refinado directo,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pan-con-aceitunas,Pan con aceitunas,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pan-con-avellanas-y-ciruelas,Pan con avellanas y ciruelas,panadería/pastelería/alérgenos,Gluten | Frutos de cáscara | Sulfitos,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pan-con-manzana-y-miel,Pan con manzana y miel,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pan-con-nueces-y-pasas,Pan con nueces y pasas,panadería/pastelería/alérgenos,Gluten | Frutos de cáscara | Sulfitos,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pan-con-queso-curado,Pan con queso curado,panadería/pastelería/alérgenos,Gluten | Leche,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pan-de-batata-asada,Pan de batata asada,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pan-de-calabaza-especiado,Pan de calabaza especiado,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pan-de-cristal,Pan de cristal,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pan-de-cristal-pedro,Pan de cristal pedro,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pan-de-espelta-100,Pan de espelta 100%,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pan-de-espelta-masa-madre,Pan de espelta masa madre,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pan-de-higos-secos,Pan de higos secos,panadería/pastelería/alérgenos,Gluten | Sulfitos,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pan-de-kamut-con-kefir,Pan de kamut con kéfir,panadería/pastelería/alérgenos,Gluten | Leche,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pan-de-leche-directo,Pan de leche directo,panadería/pastelería/alérgenos,Gluten | Leche,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pan-de-maiz-con-trigo,Pan de maíz con trigo,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pan-de-membrillo-y-nuez,Pan de membrillo y nuez,panadería/pastelería/alérgenos,Gluten | Frutos de cáscara,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pan-de-molde-directo,Pan de molde directo,panadería/pastelería/alérgenos,Gluten | Leche,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pan-de-molde-modernista,Pan de molde modernista,panadería/pastelería/alérgenos,Gluten | Soja,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pan-de-mostaza-y-cerveza,Pan de mostaza y cerveza,panadería/pastelería/alérgenos,Gluten | Mostaza,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pan-de-patata-con-poolish,Pan de patata con poolish,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pan-de-patata-y-cebolla-asada,Pan de patata y cebolla asada,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pan-de-teff-con-semillas,Pan de teff con semillas,panadería/pastelería/alérgenos,Gluten | Sésamo,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pan-de-trigo-duro-con-poolish,Pan de trigo duro con poolish,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pan-de-trigo-duro-con-sesamo,Pan de trigo duro con sésamo,panadería/pastelería/alérgenos,Gluten | Sésamo,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pan-de-zanahoria-y-nuez,Pan de zanahoria y nuez,panadería/pastelería/alérgenos,Gluten | Frutos de cáscara,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pan-gallego-con-poolish,Pan gallego con poolish,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pan-gallego-de-masa-madre,Pan gallego de masa madre,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pan-gallego-directo,Pan gallego directo,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pan-integral-100-con-poolish,Pan integral 100% con poolish,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pan-integral-rustico-directo,Pan integral rústico directo,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pan-integral-sin-gluten-con-semillas,Pan integral sin gluten con semillas,panadería/pastelería/alérgenos,Leche | Sésamo,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pan-multicereal-con-semillas,Pan multicereal con semillas,panadería/pastelería/alérgenos,Gluten | Sésamo,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pan-para-kebab,Pan para kebab,panadería/pastelería/alérgenos,Gluten | Leche,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pan-rapido-pedro,Pan rápido,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pan-sin-gluten-basico,Pan sin gluten básico,panadería/pastelería/alérgenos,Huevos,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,panettone-modernista-simplificado,Panettone modernista simplificado,panadería/pastelería/alérgenos,Gluten | Huevos | Leche | Sulfitos,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pita-integral,Pita integral,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pizza-con-poolish-24-h,Pizza con poolish 24 h,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pizza-estilo-nueva-york,Pizza estilo nueva york,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pizza-napolitana-directa-48-h,Pizza napolitana directa 48 h,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pizza-siciliana-en-bandeja,Pizza siciliana en bandeja,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pretzel-clasico,Pretzel clásico,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pretzel-modernista-con-hpmc,Pretzel modernista con HPMC,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,pumpernickel-bavaro,Pumpernickel bávaro,panadería/pastelería/alérgenos,Gluten | Leche,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,roggenbrot-90,Roggenbrot 90%,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,roscon-de-reyes-directo,Roscón de reyes directo,panadería/pastelería/alérgenos,Gluten | Huevos | Leche,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,rugbr-d-nordico,Rugbrød nórdico,panadería/pastelería/alérgenos,Gluten | Sésamo,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,shokupan-tangzhong,Shokupan tangzhong,panadería/pastelería/alérgenos,Gluten | Leche,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,teff-injera,Teff injera,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,torta-de-nata-pedro,Torta de nata,panadería/pastelería/alérgenos,Gluten | Huevos | Leche,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,vermont-masa-madre-solida,Vermont masa madre sólida,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,vermont-sourdough,Vermont sourdough,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
DATA7,bakery,vollkornbrot-con-linaza,Vollkornbrot con linaza,panadería/pastelería/alérgenos,Gluten,,"revisión APPCC de masas: gluten, fermentación, enfriado, rellenos y contaminación cruzada",1169/2011; 852/2004; documentación técnica panadera
